WGSID	OUTBREAK
PNUSAS022595	1704MLTDK-1
PNUSAS022787	1704MLTDK-1
PNUSAS022831	1704MLTDK-1
PNUSAS022832	1704MLTDK-1
PNUSAS022833	1704MLTDK-1
PNUSAS022844	1704MLTDK-1
PNUSAS022862	1704MLTDK-1
PNUSAS022873	1704MLTDK-1
PNUSAS022932	1704MLTDK-1
PNUSAS022936	1704MLTDK-1
PNUSAS022964	1704MLTDK-1
PNUSAS023055	1704MLTDK-1
PNUSAS023058	1704MLTDK-1
PNUSAS023068	1704MLTDK-1
PNUSAS023070	1704MLTDK-1
PNUSAS023151	1704MLTDK-1
PNUSAS023186	1704MLTDK-1
PNUSAS023267	1704MLTDK-1
PNUSAS023316	1704MLTDK-1
PNUSAS023325	1704MLTDK-1
PNUSAS023339	1704MLTDK-1
PNUSAS023377	1704MLTDK-1
PNUSAS023438	1704MLTDK-1
PNUSAS023442	1704MLTDK-1
PNUSAS023462	1704MLTDK-1
PNUSAS023483	1704MLTDK-1
PNUSAS023492	1704MLTDK-1
PNUSAS023659	1704MLTDK-1
PNUSAS023691	1704MLTDK-1
PNUSAS023938	1704MLTDK-1
PNUSAS023997	1704MLTDK-1
PNUSAS024031	1704MLTDK-1
PNUSAS024037	1704MLTDK-1
PNUSAS024124	1704MLTDK-1
PNUSAS024158	1704MLTDK-1
PNUSAS024189	1704MLTDK-1
PNUSAS024274	1704MLTDK-1
PNUSAS024278	1704MLTDK-1
PNUSAS024346	1704MLTDK-1
PNUSAS024356	1704MLTDK-1
PNUSAS024357	1704MLTDK-1
PNUSAS024365	1704MLTDK-1
PNUSAS024385	1704MLTDK-1
PNUSAS024418	1704MLTDK-1
PNUSAS024427	1704MLTDK-1
PNUSAS024428	1704MLTDK-1
PNUSAS024432	1704MLTDK-1
PNUSAS024434	1704MLTDK-1
PNUSAS024436	1704MLTDK-1
PNUSAS024437	1704MLTDK-1
PNUSAS024438	1704MLTDK-1
PNUSAS024439	1704MLTDK-1
PNUSAS024515	1704MLTDK-1
PNUSAS024518	1704MLTDK-1
PNUSAS024519	1704MLTDK-1
PNUSAS024625	1704MLTDK-1
PNUSAS024681	1704MLTDK-1
PNUSAS024818	1704MLTDK-1
PNUSAS024832	1704MLTDK-1
PNUSAS024835	1704MLTDK-1
PNUSAS024872	1704MLTDK-1
PNUSAS024959	1704MLTDK-1
PNUSAS024972	1704MLTDK-1
PNUSAS024973	1704MLTDK-1
PNUSAS025000	1704MLTDK-1
PNUSAS025022	1704MLTDK-1
PNUSAS025239	1704MLTDK-1
PNUSAS025256	1704MLTDK-1
PNUSAS025258	1704MLTDK-1
PNUSAS025287	1704MLTDK-1
PNUSAS025317	1704MLTDK-1
PNUSAS025318	1704MLTDK-1
PNUSAS025322	1704MLTDK-1
PNUSAS025466	1704MLTDK-1
PNUSAS025474	1704MLTDK-1
PNUSAS025556	1704MLTDK-1
PNUSAS025604	1704MLTDK-1
PNUSAS025699	1704MLTDK-1
PNUSAS025701	1704MLTDK-1
PNUSAS025702	1704MLTDK-1
PNUSAS025708	1704MLTDK-1
PNUSAS025710	1704MLTDK-1
2017K-0559	1706VATEN-1
2017K-0565	1706VATEN-1
2017K-0614	1706VATEN-1
2017K-0615	1706VATEN-1
2017K-0616	1706VATEN-1
2017K-0617	1706VATEN-1
2017K-0656	1706VATEN-1
2017K-0657	1706VATEN-1
2017K-0659	1706VATEN-1
2017K-0660	1706VATEN-1
2017K-0661	1706VATEN-1
2017K-0662	1706VATEN-1
2017K-0663	1706VATEN-1
2017K-0666	1706VATEN-1
2017K-0672	1706VATEN-1
2017K-0679	1706VATEN-1
2017K-0690	1706VATEN-1
2017K-0778	1706VATEN-1
2017K-0828	1706VATEN-1
2017K-1105	1706VATEN-1
CFSAN067219	1706VATEN-1
FDA00012033	1706VATEN-1
FDA00012034	1706VATEN-1
FDA00012035	1706VATEN-1
FDA00012036	1706VATEN-1
FDA00012037	1706VATEN-1
FDA00012038	1706VATEN-1
FDA00012039	1706VATEN-1
FDA00012040	1706VATEN-1
FDA00012041	1706VATEN-1
FDA00012042	1706VATEN-1
FDA00012043	1706VATEN-1
FDA00012044	1706VATEN-1
FDA00012045	1706VATEN-1
FDA00012046	1706VATEN-1
FDA00012047	1706VATEN-1
FDA00012048	1706VATEN-1
FDA00012049	1706VATEN-1
FDA00012050	1706VATEN-1
FDA00012056	1706VATEN-1
FDA00012057	1706VATEN-1
FDA00012058	1706VATEN-1
FDA00012059	1706VATEN-1
FDA00012060	1706VATEN-1
FDA00012061	1706VATEN-1
FDA00012062	1706VATEN-1
FDA00012063	1706VATEN-1
FDA00012064	1706VATEN-1
FDA00012065	1706VATEN-1
FDA00012066	1706VATEN-1
FDA00012067	1706VATEN-1
FDA00012068	1706VATEN-1
FDA00012069	1706VATEN-1
FDA00012070	1706VATEN-1
FDA00012071	1706VATEN-1
FDA00012072	1706VATEN-1
FDA00012073	1706VATEN-1
FDA00012074	1706VATEN-1
FDA00012075	1706VATEN-1
FDA00012076	1706VATEN-1
FDA00012077	1706VATEN-1
FSIS11704435	1706VATEN-1
FSIS11704436	1706VATEN-1
FSIS11704437	1706VATEN-1
MD-DOH-18-000049-1	1706VATEN-1
MD-DOH-18-000051-1	1706VATEN-1
MD-DOH-18-000053-1	1706VATEN-1
PNUSAS016482	1706VATEN-1
PNUSAS016544	1706VATEN-1
PNUSAS016554	1706VATEN-1
PNUSAS016562	1706VATEN-1
PNUSAS016595	1706VATEN-1
PNUSAS016677	1706VATEN-1
PNUSAS016988	1706VATEN-1
PNUSAS016989	1706VATEN-1
PNUSAS016999	1706VATEN-1
PNUSAS017087	1706VATEN-1
PNUSAS017102	1706VATEN-1
PNUSAS017151	1706VATEN-1
PNUSAS017580	1706VATEN-1
PNUSAS017741	1706VATEN-1
PNUSAS018100	1706VATEN-1
PNUSAS018295	1706VATEN-1
PNUSAS018491	1706VATEN-1
PNUSAS018520	1706VATEN-1
PNUSAS018580	1706VATEN-1
PNUSAS018582	1706VATEN-1
PNUSAS018643	1706VATEN-1
PNUSAS018674	1706VATEN-1
PNUSAS018843	1706VATEN-1
PNUSAS019009	1706VATEN-1
PNUSAS019012	1706VATEN-1
PNUSAS019019	1706VATEN-1
PNUSAS019119	1706VATEN-1
PNUSAS019206	1706VATEN-1
PNUSAS019247	1706VATEN-1
PNUSAS019305	1706VATEN-1
PNUSAS019314	1706VATEN-1
PNUSAS019315	1706VATEN-1
PNUSAS019379	1706VATEN-1
PNUSAS019394	1706VATEN-1
PNUSAS019539	1706VATEN-1
PNUSAS019744	1706VATEN-1
PNUSAS019745	1706VATEN-1
PNUSAS019746	1706VATEN-1
PNUSAS019747	1706VATEN-1
PNUSAS019748	1706VATEN-1
PNUSAS019749	1706VATEN-1
PNUSAS019750	1706VATEN-1
PNUSAS019751	1706VATEN-1
PNUSAS019771	1706VATEN-1
PNUSAS019854	1706VATEN-1
PNUSAS019855	1706VATEN-1
PNUSAS019856	1706VATEN-1
PNUSAS019857	1706VATEN-1
PNUSAS019870	1706VATEN-1
PNUSAS019872	1706VATEN-1
PNUSAS019992	1706VATEN-1
PNUSAS019993	1706VATEN-1
PNUSAS019994	1706VATEN-1
PNUSAS020143	1706VATEN-1
PNUSAS020144	1706VATEN-1
PNUSAS020145	1706VATEN-1
PNUSAS020146	1706VATEN-1
PNUSAS020250	1706VATEN-1
PNUSAS020251	1706VATEN-1
PNUSAS020252	1706VATEN-1
PNUSAS020253	1706VATEN-1
PNUSAS020254	1706VATEN-1
PNUSAS020304	1706VATEN-1
PNUSAS020355	1706VATEN-1
PNUSAS020356	1706VATEN-1
PNUSAS020358	1706VATEN-1
PNUSAS020367	1706VATEN-1
PNUSAS020444	1706VATEN-1
PNUSAS020445	1706VATEN-1
PNUSAS020446	1706VATEN-1
PNUSAS020462	1706VATEN-1
PNUSAS020469	1706VATEN-1
PNUSAS020470	1706VATEN-1
PNUSAS020472	1706VATEN-1
PNUSAS020480	1706VATEN-1
PNUSAS020516	1706VATEN-1
PNUSAS020522	1706VATEN-1
PNUSAS020552	1706VATEN-1
PNUSAS020553	1706VATEN-1
PNUSAS020554	1706VATEN-1
PNUSAS020555	1706VATEN-1
PNUSAS020625	1706VATEN-1
PNUSAS020628	1706VATEN-1
PNUSAS020736	1706VATEN-1
PNUSAS020737	1706VATEN-1
PNUSAS020738	1706VATEN-1
PNUSAS020739	1706VATEN-1
PNUSAS020849	1706VATEN-1
PNUSAS020896	1706VATEN-1
PNUSAS020898	1706VATEN-1
PNUSAS020914	1706VATEN-1
PNUSAS020925	1706VATEN-1
PNUSAS020937	1706VATEN-1
PNUSAS021117	1706VATEN-1
PNUSAS021137	1706VATEN-1
PNUSAS021189	1706VATEN-1
PNUSAS021192	1706VATEN-1
PNUSAS021198	1706VATEN-1
PNUSAS021205	1706VATEN-1
PNUSAS021210	1706VATEN-1
PNUSAS021213	1706VATEN-1
PNUSAS021218	1706VATEN-1
PNUSAS021222	1706VATEN-1
PNUSAS021223	1706VATEN-1
PNUSAS021224	1706VATEN-1
PNUSAS021225	1706VATEN-1
PNUSAS021226	1706VATEN-1
PNUSAS021227	1706VATEN-1
PNUSAS021229	1706VATEN-1
PNUSAS021230	1706VATEN-1
PNUSAS021231	1706VATEN-1
PNUSAS021304	1706VATEN-1
PNUSAS021305	1706VATEN-1
PNUSAS021307	1706VATEN-1
PNUSAS021370	1706VATEN-1
PNUSAS021374	1706VATEN-1
PNUSAS021625	1706VATEN-1
PNUSAS021636	1706VATEN-1
PNUSAS021637	1706VATEN-1
PNUSAS021661	1706VATEN-1
PNUSAS021662	1706VATEN-1
PNUSAS021724	1706VATEN-1
PNUSAS021740	1706VATEN-1
PNUSAS021741	1706VATEN-1
PNUSAS021742	1706VATEN-1
PNUSAS021821	1706VATEN-1
PNUSAS021822	1706VATEN-1
PNUSAS021823	1706VATEN-1
PNUSAS022190	1706VATEN-1
PNUSAS022524	1706VATEN-1
PNUSAS022531	1706VATEN-1
PNUSAS022539	1706VATEN-1
PNUSAS022650	1706VATEN-1
PNUSAS022651	1706VATEN-1
PNUSAS022656	1706VATEN-1
PNUSAS022775	1706VATEN-1
PNUSAS023203	1706VATEN-1
PNUSAS023300	1706VATEN-1
PNUSAS023605	1706VATEN-1
PNUSAS024012	1706VATEN-1
PNUSAS024220	1706VATEN-1
PNUSAS024433	1706VATEN-1
PNUSAS025057	1706VATEN-1
PNUSAS025058	1706VATEN-1
PNUSAS025217	1706VATEN-1
PNUSAS025257	1706VATEN-1
PNUSAS025276	1706VATEN-1
PNUSAS025298	1706VATEN-1
PNUSAS025407	1706VATEN-1
PNUSAS025433	1706VATEN-1
PNUSAS025559	1706VATEN-1
PNUSAS025949	1706VATEN-1
PNUSAS026021	1706VATEN-1
CFSAN078458	1712MLJKX-1
CFSAN078459	1712MLJKX-1
CFSAN078460	1712MLJKX-1
CFSAN078461	1712MLJKX-1
CFSAN078487	1712MLJKX-1
FDA00012651	1712MLJKX-1
FDA00012652	1712MLJKX-1
FDA00012653	1712MLJKX-1
FDA00012654	1712MLJKX-1
FDA00012688	1712MLJKX-1
FDA00012689	1712MLJKX-1
FDA00012697	1712MLJKX-1
FDA00012698	1712MLJKX-1
FDA00012699	1712MLJKX-1
FDA00012700	1712MLJKX-1
FDA00012701	1712MLJKX-1
FDA00012703	1712MLJKX-1
FDA00012704	1712MLJKX-1
FDA00012710	1712MLJKX-1
FDA00012717	1712MLJKX-1
FDA00012719	1712MLJKX-1
FDA00012720	1712MLJKX-1
FDA00012723	1712MLJKX-1
FDA00012725	1712MLJKX-1
FDA00012726	1712MLJKX-1
FDA00012728	1712MLJKX-1
FDA00012729	1712MLJKX-1
FDA00012730	1712MLJKX-1
FDA00012731	1712MLJKX-1
FDA00012732	1712MLJKX-1
FDA00012740	1712MLJKX-1
FDA00012747	1712MLJKX-1
FDA00012748	1712MLJKX-1
FDA00012765	1712MLJKX-1
FDA00012766	1712MLJKX-1
FDA00012767	1712MLJKX-1
FDA00012768	1712MLJKX-1
FDA00012769	1712MLJKX-1
FDA00012770	1712MLJKX-1
FDA00012798	1712MLJKX-1
FDA00012800	1712MLJKX-1
FDA00012804	1712MLJKX-1
FDA00012814	1712MLJKX-1
FDA00012817	1712MLJKX-1
FDA00012832	1712MLJKX-1
FDA00012833	1712MLJKX-1
FDA00012834	1712MLJKX-1
FDA00012848	1712MLJKX-1
FDA00012849	1712MLJKX-1
FDA00012850	1712MLJKX-1
FDA00012851	1712MLJKX-1
FDA00012852	1712MLJKX-1
FDA00012853	1712MLJKX-1
FDA00012854	1712MLJKX-1
FDA00012855	1712MLJKX-1
FDA00012864	1712MLJKX-1
FDA00012865	1712MLJKX-1
FDA00012870	1712MLJKX-1
FDA00012872	1712MLJKX-1
FDA00012875	1712MLJKX-1
FDA00012885	1712MLJKX-1
FDA00012898	1712MLJKX-1
FDA00012899	1712MLJKX-1
FDA00012900	1712MLJKX-1
FDA00012901	1712MLJKX-1
FDA00012915	1712MLJKX-1
FDA00012917	1712MLJKX-1
FDA00012918	1712MLJKX-1
FDA00012919	1712MLJKX-1
FDA00012924	1712MLJKX-1
FDA00012932	1712MLJKX-1
FDA00012933	1712MLJKX-1
FDA00012934	1712MLJKX-1
FDA00012935	1712MLJKX-1
FDA00012936	1712MLJKX-1
FDA00012939	1712MLJKX-1
FDA00012943	1712MLJKX-1
FDA00012978	1712MLJKX-1
FDA00012979	1712MLJKX-1
FDA00013029	1712MLJKX-1
FDA00013039	1712MLJKX-1
FDA00013041	1712MLJKX-1
FDA00013042	1712MLJKX-1
FDA00013073	1712MLJKX-1
FDA00013076	1712MLJKX-1
PNUSAS009894	1712MLJKX-1
PNUSAS010526	1712MLJKX-1
PNUSAS010582	1712MLJKX-1
PNUSAS012824	1712MLJKX-1
PNUSAS012955	1712MLJKX-1
PNUSAS013219	1712MLJKX-1
PNUSAS013788	1712MLJKX-1
PNUSAS016141	1712MLJKX-1
PNUSAS017276	1712MLJKX-1
PNUSAS019953	1712MLJKX-1
PNUSAS024070	1712MLJKX-1
PNUSAS025655	1712MLJKX-1
PNUSAS027928	1712MLJKX-1
PNUSAS028151	1712MLJKX-1
PNUSAS028172	1712MLJKX-1
PNUSAS028219	1712MLJKX-1
PNUSAS028456	1712MLJKX-1
PNUSAS029570	1712MLJKX-1
PNUSAS029658	1712MLJKX-1
PNUSAS029671	1712MLJKX-1
PNUSAS030561	1712MLJKX-1
PNUSAS030750	1712MLJKX-1
PNUSAS031132	1712MLJKX-1
PNUSAS031146	1712MLJKX-1
PNUSAS031173	1712MLJKX-1
PNUSAS031438	1712MLJKX-1
PNUSAS031605	1712MLJKX-1
PNUSAS031948	1712MLJKX-1
PNUSAS032157	1712MLJKX-1
PNUSAS032163	1712MLJKX-1
PNUSAS032389	1712MLJKX-1
PNUSAS032422	1712MLJKX-1
PNUSAS032537	1712MLJKX-1
PNUSAS032538	1712MLJKX-1
PNUSAS032539	1712MLJKX-1
PNUSAS032540	1712MLJKX-1
PNUSAS032541	1712MLJKX-1
PNUSAS032542	1712MLJKX-1
PNUSAS032543	1712MLJKX-1
PNUSAS032544	1712MLJKX-1
PNUSAS032545	1712MLJKX-1
PNUSAS032740	1712MLJKX-1
PNUSAS032798	1712MLJKX-1
PNUSAS033035	1712MLJKX-1
PNUSAS033073	1712MLJKX-1
PNUSAS033100	1712MLJKX-1
PNUSAS033827	1712MLJKX-1
PNUSAS033897	1712MLJKX-1
PNUSAS033901	1712MLJKX-1
PNUSAS034010	1712MLJKX-1
PNUSAS034058	1712MLJKX-1
PNUSAS034276	1712MLJKX-1
PNUSAS034279	1712MLJKX-1
PNUSAS034559	1712MLJKX-1
PNUSAS034571	1712MLJKX-1
PNUSAS034591	1712MLJKX-1
PNUSAS034719	1712MLJKX-1
PNUSAS034845	1712MLJKX-1
PNUSAS034847	1712MLJKX-1
PNUSAS034936	1712MLJKX-1
PNUSAS034980	1712MLJKX-1
PNUSAS035061	1712MLJKX-1
PNUSAS035062	1712MLJKX-1
PNUSAS035063	1712MLJKX-1
PNUSAS035064	1712MLJKX-1
PNUSAS035217	1712MLJKX-1
PNUSAS035246	1712MLJKX-1
PNUSAS035363	1712MLJKX-1
PNUSAS035402	1712MLJKX-1
PNUSAS035439	1712MLJKX-1
PNUSAS035466	1712MLJKX-1
PNUSAS035625	1712MLJKX-1
PNUSAS035651	1712MLJKX-1
PNUSAS035675	1712MLJKX-1
PNUSAS035911	1712MLJKX-1
PNUSAS035948	1712MLJKX-1
PNUSAS035957	1712MLJKX-1
PNUSAS036031	1712MLJKX-1
PNUSAS036035	1712MLJKX-1
PNUSAS036129	1712MLJKX-1
PNUSAS036173	1712MLJKX-1
PNUSAS036195	1712MLJKX-1
PNUSAS036220	1712MLJKX-1
PNUSAS036299	1712MLJKX-1
PNUSAS036362	1712MLJKX-1
PNUSAS036363	1712MLJKX-1
PNUSAS036400	1712MLJKX-1
PNUSAS036408	1712MLJKX-1
PNUSAS036425	1712MLJKX-1
PNUSAS036427	1712MLJKX-1
PNUSAS036477	1712MLJKX-1
PNUSAS036504	1712MLJKX-1
PNUSAS036505	1712MLJKX-1
PNUSAS036506	1712MLJKX-1
PNUSAS036507	1712MLJKX-1
PNUSAS036508	1712MLJKX-1
PNUSAS036762	1712MLJKX-1
PNUSAS036800	1712MLJKX-1
PNUSAS036833	1712MLJKX-1
PNUSAS036834	1712MLJKX-1
PNUSAS036835	1712MLJKX-1
PNUSAS036837	1712MLJKX-1
PNUSAS036838	1712MLJKX-1
PNUSAS036841	1712MLJKX-1
PNUSAS036842	1712MLJKX-1
PNUSAS036843	1712MLJKX-1
PNUSAS036997	1712MLJKX-1
PNUSAS037143	1712MLJKX-1
PNUSAS037170	1712MLJKX-1
PNUSAS037171	1712MLJKX-1
PNUSAS037172	1712MLJKX-1
PNUSAS037173	1712MLJKX-1
PNUSAS037174	1712MLJKX-1
PNUSAS037233	1712MLJKX-1
PNUSAS037407	1712MLJKX-1
PNUSAS037532	1712MLJKX-1
PNUSAS037558	1712MLJKX-1
PNUSAS037561	1712MLJKX-1
PNUSAS037564	1712MLJKX-1
PNUSAS037566	1712MLJKX-1
PNUSAS037567	1712MLJKX-1
PNUSAS037570	1712MLJKX-1
PNUSAS037572	1712MLJKX-1
PNUSAS037575	1712MLJKX-1
PNUSAS037682	1712MLJKX-1
PNUSAS037772	1712MLJKX-1
PNUSAS037828	1712MLJKX-1
PNUSAS037884	1712MLJKX-1
PNUSAS037886	1712MLJKX-1
PNUSAS037912	1712MLJKX-1
PNUSAS038018	1712MLJKX-1
PNUSAS038409	1712MLJKX-1
PNUSAS038535	1712MLJKX-1
PNUSAS038589	1712MLJKX-1
PNUSAS038618	1712MLJKX-1
PNUSAS038801	1712MLJKX-1
PNUSAS038859	1712MLJKX-1
PNUSAS038893	1712MLJKX-1
PNUSAS038932	1712MLJKX-1
PNUSAS038965	1712MLJKX-1
PNUSAS039027	1712MLJKX-1
PNUSAS039374	1712MLJKX-1
PNUSAS039502	1712MLJKX-1
PNUSAS039520	1712MLJKX-1
PNUSAS039684	1712MLJKX-1
PNUSAS039705	1712MLJKX-1
PNUSAS039765	1712MLJKX-1
PNUSAS039857	1712MLJKX-1
PNUSAS039881	1712MLJKX-1
PNUSAS039882	1712MLJKX-1
PNUSAS040040	1712MLJKX-1
PNUSAS040355	1712MLJKX-1
PNUSAS040386	1712MLJKX-1
PNUSAS040423	1712MLJKX-1
PNUSAS040429	1712MLJKX-1
PNUSAS040472	1712MLJKX-1
PNUSAS040496	1712MLJKX-1
PNUSAS040502	1712MLJKX-1
PNUSAS040512	1712MLJKX-1
PNUSAS040545	1712MLJKX-1
PNUSAS040549	1712MLJKX-1
PNUSAS040707	1712MLJKX-1
PNUSAS040710	1712MLJKX-1
PNUSAS040738	1712MLJKX-1
PNUSAS040834	1712MLJKX-1
PNUSAS040894	1712MLJKX-1
PNUSAS040955	1712MLJKX-1
PNUSAS041073	1712MLJKX-1
PNUSAS041179	1712MLJKX-1
PNUSAS041192	1712MLJKX-1
PNUSAS041196	1712MLJKX-1
PNUSAS041264	1712MLJKX-1
PNUSAS041322	1712MLJKX-1
PNUSAS041342	1712MLJKX-1
PNUSAS041423	1712MLJKX-1
PNUSAS041467	1712MLJKX-1
PNUSAS041529	1712MLJKX-1
PNUSAS041533	1712MLJKX-1
FSIS11807292	1802MLJIX-1
FSIS11807293	1802MLJIX-1
FSIS11807294	1802MLJIX-1
FSIS11807295	1802MLJIX-1
FSIS11807296	1802MLJIX-1
FSIS11807297	1802MLJIX-1
FSIS11807298	1802MLJIX-1
FSIS11807299	1802MLJIX-1
FSIS11807300	1802MLJIX-1
FSIS11807301	1802MLJIX-1
FSIS11807302	1802MLJIX-1
FSIS11807405	1802MLJIX-1
FSIS11807406	1802MLJIX-1
FSIS11807408	1802MLJIX-1
FSIS11807409	1802MLJIX-1
FSIS11807410	1802MLJIX-1
FSIS11807411	1802MLJIX-1
FSIS11807412	1802MLJIX-1
FSIS11807413	1802MLJIX-1
FSIS11807414	1802MLJIX-1
FSIS11807415	1802MLJIX-1
FSIS11807416	1802MLJIX-1
PNUSAS031424	1802MLJIX-1
PNUSAS031425	1802MLJIX-1
PNUSAS031884	1802MLJIX-1
PNUSAS031885	1802MLJIX-1
PNUSAS031960	1802MLJIX-1
PNUSAS032359	1802MLJIX-1
PNUSAS033267	1802MLJIX-1
PNUSAS033465	1802MLJIX-1
PNUSAS033467	1802MLJIX-1
PNUSAS034019	1802MLJIX-1
PNUSAS034801	1802MLJIX-1
PNUSAS035059	1802MLJIX-1
PNUSAS035229	1802MLJIX-1
PNUSAS035420	1802MLJIX-1
2018C-3900a	1804MLEXH-1
2018C-3900b	1804MLEXH-1
2018C-3900c	1804MLEXH-1
2018C-3900d	1804MLEXH-1
2018C-3900e	1804MLEXH-1
2018C-3900f	1804MLEXH-1
2018C-3900g	1804MLEXH-1
2018C-3900h	1804MLEXH-1
2018C-3901a	1804MLEXH-1
2018C-3901b	1804MLEXH-1
2018C-3901c	1804MLEXH-1
2018C-3901d	1804MLEXH-1
2018C-3901e	1804MLEXH-1
2018C-3901f	1804MLEXH-1
2018C-3902a	1804MLEXH-1
2018C-3902b	1804MLEXH-1
2018C-3902c	1804MLEXH-1
2018C-3902d	1804MLEXH-1
2018C-3902e	1804MLEXH-1
2018C-3902f	1804MLEXH-1
2018C-3902g	1804MLEXH-1
2018C-3902h	1804MLEXH-1
2018C-3902i	1804MLEXH-1
2018C-3902j	1804MLEXH-1
PNUSAE013041	1804MLEXH-1
PNUSAE013093	1804MLEXH-1
PNUSAE013098	1804MLEXH-1
PNUSAE013124	1804MLEXH-1
PNUSAE013125	1804MLEXH-1
PNUSAE013126	1804MLEXH-1
PNUSAE013128	1804MLEXH-1
PNUSAE013129	1804MLEXH-1
PNUSAE013130	1804MLEXH-1
PNUSAE013131	1804MLEXH-1
PNUSAE013132	1804MLEXH-1
PNUSAE013137	1804MLEXH-1
PNUSAE013138	1804MLEXH-1
PNUSAE013139	1804MLEXH-1
PNUSAE013140	1804MLEXH-1
PNUSAE013141	1804MLEXH-1
PNUSAE013142	1804MLEXH-1
PNUSAE013161	1804MLEXH-1
PNUSAE013163	1804MLEXH-1
PNUSAE013172	1804MLEXH-1
PNUSAE013174	1804MLEXH-1
PNUSAE013175	1804MLEXH-1
PNUSAE013176	1804MLEXH-1
PNUSAE013177	1804MLEXH-1
PNUSAE013194	1804MLEXH-1
PNUSAE013245	1804MLEXH-1
PNUSAE013266	1804MLEXH-1
PNUSAE013276	1804MLEXH-1
PNUSAE013277	1804MLEXH-1
PNUSAE013288	1804MLEXH-1
PNUSAE013290	1804MLEXH-1
PNUSAE013291	1804MLEXH-1
PNUSAE013292	1804MLEXH-1
PNUSAE013293	1804MLEXH-1
PNUSAE013301	1804MLEXH-1
PNUSAE013303	1804MLEXH-1
PNUSAE013304	1804MLEXH-1
PNUSAE013305	1804MLEXH-1
PNUSAE013313	1804MLEXH-1
PNUSAE013315	1804MLEXH-1
PNUSAE013337	1804MLEXH-1
PNUSAE013338	1804MLEXH-1
PNUSAE013339	1804MLEXH-1
PNUSAE013340	1804MLEXH-1
PNUSAE013341	1804MLEXH-1
PNUSAE013342	1804MLEXH-1
PNUSAE013343	1804MLEXH-1
PNUSAE013344	1804MLEXH-1
PNUSAE013346	1804MLEXH-1
PNUSAE013347	1804MLEXH-1
PNUSAE013349	1804MLEXH-1
PNUSAE013351	1804MLEXH-1
PNUSAE013357	1804MLEXH-1
PNUSAE013358	1804MLEXH-1
PNUSAE013359	1804MLEXH-1
PNUSAE013360	1804MLEXH-1
PNUSAE013369	1804MLEXH-1
PNUSAE013370	1804MLEXH-1
PNUSAE013372	1804MLEXH-1
PNUSAE013373	1804MLEXH-1
PNUSAE013375	1804MLEXH-1
PNUSAE013415	1804MLEXH-1
PNUSAE013424	1804MLEXH-1
PNUSAE013425	1804MLEXH-1
PNUSAE013426	1804MLEXH-1
PNUSAE013427	1804MLEXH-1
PNUSAE013428	1804MLEXH-1
PNUSAE013429	1804MLEXH-1
PNUSAE013430	1804MLEXH-1
PNUSAE013432	1804MLEXH-1
PNUSAE013433	1804MLEXH-1
PNUSAE013456	1804MLEXH-1
PNUSAE013458	1804MLEXH-1
PNUSAE013468	1804MLEXH-1
PNUSAE013497	1804MLEXH-1
PNUSAE013502	1804MLEXH-1
PNUSAE013522	1804MLEXH-1
PNUSAE013523	1804MLEXH-1
PNUSAE013525	1804MLEXH-1
PNUSAE013528	1804MLEXH-1
PNUSAE013529	1804MLEXH-1
PNUSAE013532	1804MLEXH-1
PNUSAE013539	1804MLEXH-1
PNUSAE013540	1804MLEXH-1
PNUSAE013541	1804MLEXH-1
PNUSAE013542	1804MLEXH-1
PNUSAE013546	1804MLEXH-1
PNUSAE013549	1804MLEXH-1
PNUSAE013550	1804MLEXH-1
PNUSAE013551	1804MLEXH-1
PNUSAE013552	1804MLEXH-1
PNUSAE013553	1804MLEXH-1
PNUSAE013555	1804MLEXH-1
PNUSAE013556	1804MLEXH-1
PNUSAE013557	1804MLEXH-1
PNUSAE013559	1804MLEXH-1
PNUSAE013560	1804MLEXH-1
PNUSAE013561	1804MLEXH-1
PNUSAE013581	1804MLEXH-1
PNUSAE013602	1804MLEXH-1
PNUSAE013606	1804MLEXH-1
PNUSAE013614	1804MLEXH-1
PNUSAE013621	1804MLEXH-1
PNUSAE013643	1804MLEXH-1
PNUSAE013644	1804MLEXH-1
PNUSAE013645	1804MLEXH-1
PNUSAE013648	1804MLEXH-1
PNUSAE013650	1804MLEXH-1
PNUSAE013659	1804MLEXH-1
PNUSAE013661	1804MLEXH-1
PNUSAE013669	1804MLEXH-1
PNUSAE013670	1804MLEXH-1
PNUSAE013676	1804MLEXH-1
PNUSAE013677	1804MLEXH-1
PNUSAE013686	1804MLEXH-1
PNUSAE013687	1804MLEXH-1
PNUSAE013695	1804MLEXH-1
PNUSAE013760	1804MLEXH-1
PNUSAE013761	1804MLEXH-1
PNUSAE013767	1804MLEXH-1
PNUSAE013769	1804MLEXH-1
PNUSAE013776	1804MLEXH-1
PNUSAE013777	1804MLEXH-1
PNUSAE013778	1804MLEXH-1
PNUSAE013780	1804MLEXH-1
PNUSAE013781	1804MLEXH-1
PNUSAE013783	1804MLEXH-1
PNUSAE013784	1804MLEXH-1
PNUSAE013789	1804MLEXH-1
PNUSAE013813	1804MLEXH-1
PNUSAE013815	1804MLEXH-1
PNUSAE013816	1804MLEXH-1
PNUSAE013822	1804MLEXH-1
PNUSAE013827	1804MLEXH-1
PNUSAE013839	1804MLEXH-1
PNUSAE013842	1804MLEXH-1
PNUSAE013843	1804MLEXH-1
PNUSAE013844	1804MLEXH-1
PNUSAE013848	1804MLEXH-1
